"First","Last","Player","Team","Season","Min","Pos","Shots","SoT","Dist","Solo","G","xG","xPlace","G-xG","KeyP","Dist.key","A","xA","A-xA","xG+xA","PA","xPA","xG/shot","xA/pass","G-xG/shot","A-xA/pass","Comp ($K)","Team/96","Min/96","Pos/96","Shots/96","SoT/96","G/96","xG/96","xPlace/96","G-xG/96","KeyP/96","A/96","xA/96","A-xA/96","xG+xA/96","PA/96","xPA/96","Comp ($K)/96","extreme1","extreme2","plotnames"
"Darwin","Quintero","Darwin Quintero","MIN",2019,2324,"CAM",81,27,21.1862505054591,0.345679012345679,10,11.937,-1.23171035490443,-1.93665369886068,54,20.5977541633331,5,5.39501142817507,-0.395011428175065,17.3316651270357,7.42305736290453,8.43588291934668,0.147366095047663,0.099907619040279,-0.0239093049242059,-0.00731502644768639,1750,"MIN",2324,"CAM",3.34595524956971,1.11531841652324,0.413080895008606,0.493080359333315,-0.0508796015795288,-0.0799994643247095,2.23063683304647,0.206540447504303,0.222857614933221,-0.0163171674289184,0.715937974266537,0.306632317916883,0.348470206651154,1750,539,523,"Quintero"
"Alejandro","Pozuelo","Alejandro Pozuelo","TOR",2019,2679,"CAM",75,31,21.8826594924721,0.36,12,9.163,0.987138399036677,2.83716867957319,80,17.326914245385,7,8.11926667867353,-1.11926667867353,17.2820979991003,8.36348422776651,6.83996382026756,0.122171084272357,0.101490833483419,0.0378289157276425,-0.0139908334834192,3800,"TOR",2679,"CAM",2.68756998880179,1.11086226203807,0.430011198208287,0.328343339589762,0.0353733804805976,0.101667858618524,2.86674132138858,0.250839865621501,0.290947966089085,-0.0401081004675846,0.619291305678848,0.299699322831499,0.245105086504548,3800,526,538,"Pozuelo"
"Wayne","Rooney","Wayne Rooney","DCU",2019,2495,"F",85,27,24.6530892087576,0.494117647058824,11,10.222,-0.560950467938854,0.778110811101446,74,15.9935100575048,7,6.58123928079226,0.418760719207739,16.8031284696908,7.2513506987915,6.91414839243546,0.120257519869395,0.0889356659566522,0.0091542448364876,0.00565892863794241,3508,"DCU",2495,"F",3.27054108216433,1.03887775551102,0.423246492985972,0.393307159172049,-0.0215836652994509,0.0299393338139234,2.84729458917836,0.269338677354709,0.25322604046335,0.0161126368913599,0.646533199635398,0.279009886606807,0.266035369007537,3508,535,530,"Rooney"
"Alberth","Elis","Alberth Elis","HOU",2019,2092,"Wing",81,31,16.9291749482168,0.123456790123457,9,9.249,0.886435246937271,-0.249432707398285,39,16.2118731814177,8,7.26038584603853,0.739614153961468,16.5098185534368,5.27599264892949,5.70874690735562,0.114190527251831,0.186163739642014,-0.00307941614071957,0.0189644654861915,650,"HOU",2092,"Wing",3.717017208413,1.4225621414914,0.413001912045889,0.424448154832808,0.0406777168766625,-0.0114462427869194,1.78967495219885,0.367112810707457,0.33317258184498,0.0339402288624766,0.757620736677789,0.242110561327548,0.261969265347103,650,527,519,"Elis"
"Nemanja","Nikolic","Nemanja Nikolic","CHI",2019,2097,"F",48,22,13.2541074924952,0.229166666666667,12,13.501,-1.16465267071607,-1.5014128633089,21,19.5195241507171,0,2.83132444474503,-2.83132444474503,16.3327373080539,6.53792546650885,9.00863877048284,0.281279434652269,0.134824973559287,-0.0312794346522687,-0.134824973559287,1913,"CHI",2097,"F",2.19742489270386,1.0071530758226,0.549356223175966,0.618090431510565,-0.053317432708032,-0.068734208334599,0.96137339055794,0,0.129617141962577,-0.129617141962577,0.747707573473141,0.299304170140605,0.412412647575752,1913,543,534,"Nikolic"
"Chris","Wondolowski","Chris Wondolowski","SJE",2019,2111,"F",79,32,12.8849603987656,0.113924050632911,15,14.31,1.17870856331378,0.689801604004362,24,22.8072339607738,2,2.01679661909251,-0.0167966190925076,16.3269950150881,8.25242690565394,7.42749022300942,0.181141751848046,0.0840331924621878,0.00873166587347293,-0.000699859128854483,800,"SJE",2111,"F",3.59261013737565,1.45523448602558,0.682141165324491,0.650771693991275,0.0536030421971211,0.0313694713332159,1.09142586451919,0.0909521553765988,0.0917159997313504,-0.000763844354751648,0.742487693722625,0.375288007078531,0.33777312241066,800,544,545,"Wondolowski"
"Saphir","Taider","Saphir Taider","MTL",2019,2918,"CM",73,24,21.6220481116994,0.328767123287671,9,10.19,0.325097550053441,-1.19006376419874,61,17.8516875544779,7,5.7822639682568,1.2177360317432,15.9723277324555,4.84910010212829,5.05741502411226,0.139589914578065,0.0947912125943738,-0.0163022433451883,0.0199628857662819,1400,"MTL",2918,"CM",2.40164496230295,0.789581905414668,0.2960932145305,0.335245415134708,0.0106954642923682,-0.0391522006042081,2.00685400959561,0.230294722412611,0.190232125069449,0.0400625973431621,0.525477540204158,0.159531737424371,0.166385141300472,1400,534,517,"Taider"
"Sebastian","Blanco","Sebastian Blanco","POR",2019,2720,"Wing",106,32,22.5738677580252,0.235849056603774,6,6.858,-0.965995498889788,-0.858291916821087,80,18.4465806178944,10,8.85295044864136,1.14704955135864,15.7112423654625,3.59952306901411,4.25405100923006,0.0647008671398216,0.110661880608017,-0.00809709355491592,0.014338119391983,1375,"POR",2720,"Wing",3.74117647058824,1.12941176470588,0.211764705882353,0.242057361770156,-0.0340939587843454,-0.0302926558878031,2.82352941176471,0.352941176470588,0.31245707465793,0.0404841018126577,0.554514436428086,0.127041990671086,0.150142976796355,1375,500,489,"Blanco"
"Nicolas","Lodeiro","Nicolas Lodeiro","SEA",2019,2699,"CAM",53,18,22.5746499807309,0.339622641509434,7,6.152,-1.16936140113153,0.848182438932611,86,14.8422521045283,7,9.34151985791739,-2.34151985791739,15.4933374189848,4.13398321411921,3.66956962672554,0.116072029454102,0.108622323929272,0.0160034422440115,-0.0272269750920627,2502,"SEA",2699,"CAM",1.88514264542423,0.64023712486106,0.248981104112634,0.218812332664864,-0.0415926989657751,0.0301687714477698,3.05891070766951,0.248981104112634,0.332265989759196,-0.0832848856465616,0.55107832242406,0.147040529290643,0.130521928182902,2502,494,504,"Lodeiro"
"C.J.","Sapong","C.J. Sapong","CHI",2019,2725,"Wing",62,26,12.7264873970079,0.17741935483871,13,12.319,-2.20175389579344,0.681286714456835,28,22.5639639004467,1,2.92831822508268,-1.92831822508268,15.2470315106258,7.95136667389759,8.20667998920357,0.198688923960374,0.104582793752953,0.0109884953944651,-0.0688685080386672,475,"CHI",2725,"Wing",2.18422018348624,0.915963302752294,0.457981651376147,0.433980357949411,-0.077566375778411,0.0240012934267362,0.986422018348624,0.0352293577981651,0.103162770498326,-0.0679334127001605,0.537143128447736,0.280121541539144,0.289116065674695,475,540,540,"Sapong"
"Michael","Barrios","Michael Barrios","FCD",2019,2948,"Wing",56,18,19.9352475111828,0.232142857142857,5,5.501,-0.776942169864069,-0.500553011153356,85,17.8083853089689,13,9.63393547021074,3.36606452978926,15.1344884813641,1.73497054798381,2.80645844274424,0.0982241609134528,0.113340417296597,-0.00893844662773851,0.0396007591739913,500,"FCD",2948,"Wing",1.8236092265943,0.586160108548168,0.162822252374491,0.179122486116256,-0.0253006948123984,-0.0163002337417647,2.76797829036635,0.423337856173677,0.313723814498043,0.109614041675634,0.492846300614299,0.0564983624852258,0.0913907769686048,500,482,462,"Barrios"
"Cristian","Espinoza","Cristian Espinoza","SJE",2019,2691,"Wing",95,35,25.6365939467183,0.221052631578947,2,4.47,-0.466694594210971,-2.46972600312142,82,17.5871564321078,10,10.6212010900026,-0.621201090002632,15.0909270931241,0.823482521970998,2.45016739238663,0.0470497474012781,0.129526842561008,-0.0259971158223308,-0.00757562304881258,550,"SJE",2691,"Wing",3.38907469342252,1.24860646599777,0.0713489409141583,0.159455108249594,-0.0166490825136578,-0.0881061673354354,2.92530657748049,0.356744704570792,0.378905724503996,-0.0221610199332043,0.538360832753589,0.0293773029019754,0.0874084242545954,550,464,403,"Espinoza"
"Przemyslaw","Frankowski","Przemyslaw Frankowski","CHI",2019,2478,"Wing",55,24,20.1122150220857,0.181818181818182,5,7.166,-0.145524198105898,-2.16638253255746,47,18.248178162369,7,7.71084994971857,-0.710849949718573,14.877232482276,2.3714659717356,3.07628126542906,0.130297864228317,0.164060637228055,-0.0393887733192266,-0.0151244670152888,662,"CHI",2478,"Wing",2.13075060532688,0.929782082324455,0.193704600484261,0.277632253077287,-0.0056377413309791,-0.0839276525930251,1.82082324455206,0.271186440677966,0.298725421780865,-0.0275389811028987,0.576357674858151,0.0918727737234132,0.119177966699431,662,504,463,"Frankowski"
"Aleksandar","Katai","Aleksandar Katai","CHI",2019,2241,"Wing",105,31,23.9411620574918,0.219047619047619,6,6.62,-1.31634119430134,-0.619563530077402,34,13.8650439711866,6,8.14720378920854,-2.14720378920854,14.7667673192859,2.37148312773828,4.41623637790048,0.0630434621912133,0.239623640859075,-0.00590060504835621,-0.0631530526237806,1380,"CHI",2241,"Wing",4.49799196787149,1.32797858099063,0.257028112449799,0.283568986562887,-0.0563894487518647,-0.0265408741130882,1.45649263721553,0.257028112449799,0.34901006861402,-0.0919819561642213,0.632579055176908,0.101589638671519,0.189182816723983,1380,497,475,"Katai"
"Gonzalo","Martinez","Gonzalo Martinez","ATL",2019,2263,"CAM",83,24,24.618555388646,0.385542168674699,5,7.743,-1.4353377277732,-2.7426734557219,62,17.9082940973652,7,6.97434825237586,0.0256517476241447,14.7170217080978,3.08827908374179,5.39479351115938,0.0932852223580952,0.112489487941546,-0.0330442585026735,0.000413737864905559,900,"ATL",2263,"CAM",3.52098983650022,1.0181175430844,0.212107821475917,0.328456319818516,-0.0608892717040332,-0.116348498342599,2.63013698630137,0.296950950066284,0.295862762805162,0.00108818726112147,0.624319082623679,0.131009629712422,0.228855579792886,900,511,472,"Martinez"
"Gyasi","Zardes","Gyasi Zardes","CLB",2019,2657,"F",61,26,12.4546609921874,0.180327868852459,13,12.843,0.7566848503642,0.156996939263886,28,21.8627816074931,2,1.87086186945402,0.129138130545978,14.7138649301901,7.93592132970402,9.66945827154442,0.210541033782559,0.0668164953376436,0.00257372031580142,0.0046120760909278,1472,"CLB",2657,"F",2.20398946179902,0.939405344373353,0.469702672186677,0.464030219733032,0.0273397612476339,0.00567245245364437,1.01166729394053,0.072261949567181,0.0675960630288243,0.00466588653835677,0.531626282761857,0.286732573448094,0.349366952980152,1472,541,541,"Zardes"
"Kacper","Przybylko","Kacper Przybylko","PHI",2019,2417,"F",81,37,15.8161734778761,0.148148148148148,15,11.673,1.09962857994388,3.32662127971194,27,19.7978071258976,4,3.00507339658619,0.994926603413806,14.6784521168743,11.4322644017327,8.019560427203,0.144115786670223,0.111299014688378,0.0410693985149623,0.0368491334597706,277,"PHI",2417,"F",3.21721141911461,1.46959040132396,0.59577989242863,0.463650954550126,0.0436757731380275,0.132128937878505,1.07240380637153,0.158874637980968,0.119357486997217,0.0395171509837507,0.583008441547343,0.454074217031997,0.318526189909593,277,537,544,"Przybylko"
"Nani","Nani","Nani","ORL",2019,2447,"Wing",64,25,22.0817258579592,0.46875,12,8.296,1.88972861146007,3.7036022413547,68,18.816898997951,5,5.96668691450634,-0.966686914506343,14.2630846731516,9.69135368722113,6.85849781086459,0.129631214978833,0.0877453958015639,0.0578687850211672,-0.014215984036858,2486,"ORL",2447,"Wing",2.51082958724969,0.980792807519412,0.470780547609318,0.325481889999979,0.0741372892113473,0.145298657609338,2.6677564364528,0.196158561503882,0.23408334441872,-0.0379247829148381,0.5595652344187,0.380208399662128,0.269070612931345,2486,516,536,"Nani"
"Raul","Ruidiaz","Raul Ruidiaz","SEA",2019,1920,"F",72,28,15.9215727440123,0.180555555555556,11,11.816,-0.817034969121636,-0.816124863248586,18,21.2050477775431,2,2.26937104139523,-0.26937104139523,14.0854959046438,5.604135025198,7.57885923246395,0.164112845322897,0.126076168966402,-0.0113350675451192,-0.0149650578552906,1800,"SEA",1920,"F",3.6,1.4,0.55,0.590806243162429,-0.0408517484560818,-0.0408062431624293,0.9,0.1,0.113468552069762,-0.0134685520697615,0.704274795232191,0.2802067512599,0.378942961623198,1800,538,526,"Ruidiaz"
"Magnus","Eriksson","Magnus Eriksson","SJE",2019,3006,"CAM",88,23,25.082883869586,0.284090909090909,6,5.848,-1.39562093033243,0.152306714311517,101,20.1227396907158,7,7.86479695264364,-0.864796952643637,13.7124902383321,3.02175243623358,3.27778347818265,0.0664510600646419,0.0778692767588479,0.00173075811717633,-0.00856234606577859,450,"SJE",3006,"CAM",2.81037924151697,0.734530938123752,0.191616766467066,0.186752679782467,-0.0445707283140099,0.00486408668459934,3.22554890219561,0.223552894211577,0.251171160164268,-0.027618265952691,0.437923839946734,0.0965030718158429,0.104679711878089,450,491,479,"Eriksson"
"Albert","Rusnak","Albert Rusnak","RSL",2019,2615,"CAM",76,30,23.6519865858474,0.355263157894737,10,8.305,1.27038649176421,1.69503620105562,71,21.0607234686198,3,5.02202757431459,-2.02202757431459,13.326991373259,5.87434978207137,5.04281961178884,0.109275839459795,0.0707327827368252,0.0223031079086265,-0.0284792616100647,2002,"RSL",2615,"CAM",2.79005736137667,1.10133843212237,0.367112810707457,0.304885860305415,0.0466375155676346,0.0622269504020418,2.60650095602294,0.110133843212237,0.184365065825698,-0.0742312226134611,0.489250926131113,0.215654905957496,0.185128368157449,2002,517,522,"Rusnak"
"Felipe","Gutierrez","Felipe Gutierrez","SKC",2019,2902,"CM",65,28,21.9606575013662,0.507692307692308,12,9.716,-0.632040884948253,2.28402542885146,52,21.9512963765937,1,3.52430456799017,-2.52430456799017,13.2402791391387,5.99936219421637,5.99427247501413,0.149476531863824,0.0677750878459648,0.035138852751561,-0.0485443186151956,1650,"SKC",2902,"CM",2.15024121295658,0.926257753273604,0.39696760854583,0.321410599183411,-0.0209083132167582,0.0755570093624192,1.72019297036527,0.0330806340454859,0.116586229678517,-0.0835055956330311,0.437996828861928,0.198462705253195,0.198294334114871,1650,532,537,"Gutierrez"
"Julian","Gressel","Julian Gressel","ATL",2019,2847,"FB/WB",69,24,22.145550757477,0.246376811594203,6,5.529,-0.0466937804603376,0.470644960032789,69,15.9428998351385,11,7.13936654470952,3.86063345529048,12.6687215846767,3.4357339517639,3.64570345853437,0.0801355802893799,0.103469080358109,0.00682094144975056,0.0559512094969635,133,"ATL",2847,"FB/WB",2.32665964172813,0.80927291886196,0.20231822971549,0.186448220525765,-0.00157450050024321,0.0158700091897252,2.32665964172813,0.370916754478398,0.240737333435937,0.130179421042461,0.427185553961702,0.115851935149046,0.122932044966385,133,484,483,"Gressel"
"Uriel","Antuna","Uriel Antuna","LAG",2019,2557,"Wing",48,17,14.9656795042012,0.208333333333333,6,7.586,-0.650329371334117,-1.58558040600286,34,16.1719785276893,5,5.0454174965457,-0.045417496545698,12.6309979025486,4.30860189818067,4.82445244573539,0.15803292512506,0.148394632251344,-0.0330329251250596,-0.00133580872193229,420,"LAG",2557,"Wing",1.80211184982401,0.638247946812671,0.225263981228002,0.284793007030221,-0.0244159638827044,-0.0595290258022192,1.27649589362534,0.187719984356668,0.189425138704883,-0.00170515434821549,0.474218145735104,0.161762136185117,0.181129227528587,420,510,488,"Antuna"
"Jozy","Altidore","Jozy Altidore","TOR",2019,1799,"F",50,24,15.0754101692985,0.12,11,8.641,1.70051716302997,2.35858219831252,23,17.119844992374,5,3.71784727747257,1.28215272252743,12.3592650791601,7.51577244498885,5.81642467904409,0.17282835603375,0.161645533803155,0.0471716439662503,0.0557457705446708,6332,"TOR",1799,"F",2.66814897165092,1.28071150639244,0.586992773763202,0.461131800423568,0.0907446623962629,0.125860973339634,1.22734852695942,0.266814897165092,0.198395407802872,0.0684194893622197,0.65952720822644,0.401064010405186,0.31038175052153,6332,523,529,"Altidore"
"Cristian","Penilla","Cristian Penilla","NER",2019,1915,"Wing",58,20,18.8589705374768,0.224137931034483,6,6.933,0.281602976871357,-0.933411941354855,45,20.3123549688405,5,5.32373472115819,-0.32373472115819,12.257146662513,4.04105325440691,4.66985014851072,0.119541585195773,0.118305216025738,-0.0160933093337044,-0.00719410491462644,550,"NER",1915,"Wing",2.90757180156658,1.00261096605744,0.300783289817232,0.347575742229799,0.0141169116342821,-0.0467924524125671,2.25587467362924,0.25065274151436,0.266881740590698,-0.0162289990763374,0.614457482820497,0.202580215364524,0.234102148437091,550,502,493,"Penilla"
"Johnny","Russell","Johnny Russell","SKC",2019,2270,"Wing",56,22,19.6677653093356,0.410714285714286,9,5.425,1.09297426516854,3.57477909342245,63,16.0750005378944,6,6.7879785291384,-0.787978529138404,12.213199435716,5.67821573533646,3.47678465767059,0.0968789447603135,0.107745690938705,0.0638353409539723,-0.0125075957006096,1700,"SKC",2270,"Wing",2.36828193832599,0.930396475770925,0.380616740088106,0.229436655079932,0.0462227002009605,0.151180085008174,2.66431718061674,0.253744493392071,0.287068695505413,-0.0333242021133422,0.516505350585344,0.240135995855639,0.147035826932325,1700,478,514,"Russell"
"Valentin","Castellanos","Valentin Castellanos","NYC",2019,2219,"F",79,31,18.9297681508236,0.215189873417722,11,8.401,0.987186701539114,2.59910296582375,33,20.1901080681747,6,3.71395559969618,2.28604440030382,12.1148526338724,9.23244020356026,6.37987756329431,0.106340468787041,0.112544109081703,0.0329000375420727,0.0692740727364793,275,"NYC",2219,"F",3.41775574583146,1.34114465975665,0.47589004055881,0.363445748211321,0.0427083926758697,0.11244429234749,1.42767012167643,0.259576385759351,0.16067586190664,0.0989005238527113,0.52412161011796,0.399420576629917,0.276010926577852,275,518,528,"Castellanos"
"Danny","Hoesen","Danny Hoesen","SJE",2019,1643,"F",59,25,16.6429617679399,0.11864406779661,5,8.856,-1.12561481999747,-3.85602375760947,25,18.5464648775853,3,3.22733489100055,-0.227334891000552,12.08335864861,4.19321088369281,6.10604558841309,0.150102097586601,0.129093395640022,-0.0653563348747367,-0.00909339564002207,550,"SJE",1643,"F",3.44735240413877,1.4607425441266,0.29214850882532,0.517454826981442,-0.0657693382347885,-0.225306318156122,1.4607425441266,0.175289105295192,0.188572215177147,-0.0132831098819556,0.706027042158589,0.245008061372191,0.356774422694861,550,524,460,"Hoesen"
"Valeri","Qazaishvili","Valeri Qazaishvili","SJE",2019,2260,"Wing",110,36,21.2428420461455,0.136363636363636,8,8.409,-0.0847889900906011,-0.408842557411916,36,20.223140547765,5,3.62893354261872,1.37106645738128,12.0377761000306,4.41128554337617,4.80623212354014,0.0764440232491992,0.100803709517187,-0.00371675052192651,0.0380851793717023,1604,"SJE",2260,"Wing",4.67256637168142,1.52920353982301,0.339823008849558,0.357189772350241,-0.00360165621623792,-0.0173667635006831,1.52920353982301,0.212389380530973,0.154149389420972,0.0582399911100015,0.511339161771213,0.187382040780581,0.204158532681351,1604,519,512,"Qazaishvili"
"Krisztian","Nemeth","Krisztian Nemeth","SKC",2019,1679,"F",53,17,14.7826535924345,0.132075471698113,8,9.582,-1.51519807396972,-1.58232181275129,22,22.4607247019962,2,2.41684761410684,-0.416847614106839,11.9991694268581,4.26349583923242,4.16818299188529,0.180798524768892,0.109856709732129,-0.0298551285424772,-0.0189476188230382,1064,"SKC",1679,"F",3.03037522334723,0.972007147111376,0.457415128052412,0.547887369877382,-0.0866343151287037,-0.0904722418249697,1.25789160214413,0.114353782013103,0.138187832611231,-0.0238340505981278,0.686075202488613,0.243773436906678,0.238323744622387,1064,531,511,"Nemeth"
"Dominic","Dwyer","Dominic Dwyer","ORL",2019,1738,"F",65,26,16.5710659315047,0.107692307692308,7,9.558,-0.77006501837279,-2.55818617102868,9,12.6897337704994,3,2.25703748354218,0.742962516457815,11.8152236545709,3.35651985412727,6.10082762320998,0.147049018015826,0.250781942615798,-0.0393567103235181,0.082551390717535,1503,"ORL",1738,"F",3.590333716916,1.4361334867664,0.386651323360184,0.527955047421607,-0.0425352369181748,-0.141303724061423,0.497123130034522,0.165707710011507,0.124669504269304,0.0410382057422038,0.652624551690911,0.185400406211863,0.336984724872358,1503,530,499,"Dwyer"
"Pedro","Santos","Pedro Santos","CLB",2019,2981,"Wing",75,21,25.3883675886171,0.36,11,5.321,0.394524160171147,5.6792268491547,63,17.2826028433724,5,6.27481303050986,-1.27481303050986,11.5955861813552,7.91043830229246,3.86922620491197,0.0709436420112707,0.0996002068334899,0.075723024655396,-0.0202351274684105,865,"CLB",2981,"Wing",2.41529688024153,0.676283126467628,0.354243542435424,0.171349957222794,0.0127052396432171,0.18289358521263,2.02884937940288,0.161019792016102,0.202073817822525,-0.041054025806423,0.373423775045319,0.254747426038268,0.124604399755635,865,474,527,"Santos"
"Latif","Blessing","Latif Blessing","LAFC",2019,2900,"CM",43,10,18.2444805211318,0.325581395348837,6,6.79,-1.36802944046837,-0.790229744531568,42,21.1572174222845,3,4.7808391448641,-1.7808391448641,11.5710688893957,2.38954954983031,3.56609575647652,0.157912319640269,0.113829503449145,-0.0183774359193388,-0.0424009320205739,103,"LAFC",2900,"CM",1.42344827586207,0.331034482758621,0.198620689655172,0.224780019129321,-0.0452864918224012,-0.0261593294741484,1.39034482758621,0.0993103448275862,0.158262261347225,-0.0589519165196393,0.383042280476546,0.0791023299254173,0.118050066421292,103,499,484,"Blessing"
