"First","Last","Player","Team","Min","Pos","Shots","SoT","Dist","Solo","G","xG","xPlace","G-xG","KeyP","Dist.key","A","xA","A-xA","xG+xA","PA","xPA","xG/shot","xA/pass","G-xG/shot","A-xA/pass","Comp ($K)","Team/96","Min/96","Pos/96","Shots/96","SoT/96","G/96","xG/96","xPlace/96","G-xG/96","KeyP/96","A/96","xA/96","A-xA/96","xG+xA/96","PA/96","xPA/96","Comp ($K)/96","extreme1","extreme2","plotnames"
"Devon","Sandoval","Devon Sandoval","RSL",2011,"F",58,23,13.5720622226172,0.172413793103448,7,12.48,-1.28647659240961,-5.47983387291552,31,20.9753955764423,2,3.13891032962882,-1.13891032962882,15.6187442025443,3.60773163514526,7.84654465209612,0.215169549533026,0.10125517192351,-0.0944798943606124,-0.0367390428912524,52,"RSL",2011,"F",1.47986076578817,0.52511188463451,0.190949776230731,0.314901069943728,-0.0611749347371599,-0.123951293712997,0.763799104922924,0.0954748881153655,0.0808233384014791,0.0146515497138864,0.395724408345207,0.0636705839862676,0.229730389613278,61,75,68,"Sandoval"
"Tony","Beltran","Tony Beltran","RSL",7475,"FB/WB",54,20,26.849590298883,0.203703703703704,1,2.896,0.208481556830642,-1.89598862165515,118,21.1708420813935,6,11.2337755463459,-5.23377554634591,14.1297641680011,0.251092377504566,2.23880527120823,0.0536294189195397,0.0952014876808975,-0.0351109004010212,-0.0443540300537789,185,"RSL",7475,"FB/WB",0.269698996655518,0.128428093645485,0.0128428093645485,0.0133747108387995,0.00137197013189911,-0.000531901474251046,0.667826086956522,0.0642140468227425,0.0745454235456438,-0.0103313767229013,0.0879201343844433,0.00322473153718238,0.00995677683302771,219,57,45,"Beltran"
"Brooks","Lennon","Brooks Lennon","RSL",6400,"FB/WB",38,14,23.0999184236604,0.315789473684211,3,3.192,0.236514127230614,-0.192357193801725,95,19.2584049694593,7,9.20384790358972,-2.20384790358972,12.3962050973914,1.32192089544055,1.78084247564594,0.0840093998368875,0.0968826095114707,-0.00506203141583488,-0.0231983989851549,171,"RSL",6400,"FB/WB",0.57,0.21,0.045,0.0478853579070259,0.00354771190845921,-0.00288535790702588,1.425,0.105,0.138057718553846,-0.0330577185538458,0.185943076460872,0.0198288134316083,0.0267126371346891,171,58,58,"Lennon"
"Sebastian","Saucedo","Sebastian Saucedo","RSL",3270,"Wing",125,47,26.7943869082713,0.176,5,6.633,0.232653937454172,-1.63268422263,60,17.6505614430753,8,5.56619272295649,2.43380727704351,12.1988769455865,2.82193032675851,3.96503133050682,0.05306147378104,0.0927698787159414,-0.01306147378104,0.0405634546173919,109,"RSL",3270,"Wing",3.6697247706422,1.37981651376147,0.146788990825688,0.194721004701064,0.00683020733810413,-0.0479320138753761,1.76146788990826,0.234862385321101,0.163411162508814,0.0714512228122866,0.358132167209878,0.0828456609690572,0.116404589519466,109,66,62,"Saucedo"
"Nat","Borchers","Nat Borchers","RSL",4858,NA,53,20,10.4275582428679,0.150943396226415,7,8.677,1.98793763893911,-1.67661373977657,16,21.3255939181875,2,2.61613153557063,-0.616131535570634,11.2927452753472,5.70320959965332,6.12910913273816,0.163709693203331,0.163508220973165,-0.0316342215052182,-0.0385082209731646,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,69,"Borchers"
"Juan","Manuel Martinez","Juan Manuel Martinez","RSL",3321,"Wing",56,21,18.0091522908069,0.25,8,6.069,-0.981580356332862,1.93071344420338,37,20.9710054994078,2,4.47383488720183,-2.47383488720183,10.5431214429985,5.89448156363931,4.42245274699312,0.108380117067797,0.12091445641086,0.034477025789346,-0.0668604023568063,1405,"RSL",3321,"Wing",1.61878952122855,0.607046070460705,0.231255645889792,0.175444597818873,-0.0283744999120611,0.0558110480709197,1.06955736224029,0.0578139114724481,0.129324947055518,-0.0715110355830701,0.304769544874391,0.17039151764811,0.127839645802872,1405,64,70,"Martinez"
"Robbie","Findley","Robbie Findley","RSL",1528,"F",60,24,16.0540992417167,0.15,7,8.859,-0.0173290240072799,-1.8593545698475,15,24.4415761133333,1,1.10970094583921,-0.109700945839207,9.96905551568671,3.00881697977431,5.73267004030157,0.147655909497458,0.0739800630559471,-0.0309892428307917,-0.00731339638928044,221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,66,"Findley"
"Will","Johnson","Will Johnson","RSL",9141,NA,75,33,25.8469137616533,0.28,5,6.778,0.889089133658183,-1.77815271409674,31,21.9598858998387,3,2.7236921467102,0.276307853289798,9.50184486080694,2.34996153696657,4.68474556131448,0.0903753695212898,0.0878610369906517,-0.0237087028546232,0.00891315655773542,234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,61,"Johnson"
"Chris","Schuler","Chris Schuler","RSL",2731,"CB",53,11,11.2931718070947,0.0754716981132075,5,6.428,-1.50374560791963,-1.42824620295754,21,24.9078108562281,2,2.78639796435735,-0.78639796435735,9.21464416731489,2.00139503521924,3.66250281933179,0.121287664206746,0.13268561735035,-0.0269480415652367,-0.0374475221122548,100,"RSL",2731,"CB",0.316367630904431,0.0351519589893812,0,0.0294827479055498,-0.0268221693835702,-0.0294827479055498,0.140607835957525,0,0.0234771000671679,-0.0234771000671679,0.0529598479727177,0,0.0178155104296606,108,65,64,"Schuler"
"Paulo","de Araujo Junior","Paulo de Araujo Junior","RSL",NA,NA,37,18,20.7505474286486,0.0810810810810811,4,4.743,-0.0994903935538147,-0.743351007654602,39,20.9962195321795,6,3.86889250697995,2.13110749302005,8.61224351463456,1.07512240225551,1.88593041701264,0.128198675882557,0.099202371973845,-0.0200905677744487,0.0546437818723089,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,59,"Junior"
"Chris","Wingert","Chris Wingert","RSL",5707,"FB/WB",44,9,30.2758518626458,0.159090909090909,1,2.05,-0.900028723342665,-1.05013697647234,75,24.4796073416457,4,5.03245176149031,-1.03245176149031,7.08258873796265,0.711070709219989,1.72837422250457,0.0465940221925533,0.0670993568198708,-0.0238667494652806,-0.0137660234865375,165,"RSL",5707,"FB/WB",0.185035920799019,0.050464342036096,0.0168214473453653,0.0181751343454417,-0.0131164079619478,-0.00135368700007632,0.218678815489749,0,0.0189381717296083,-0.0189381717296083,0.0371133060750499,0.0119612384939756,0.0202987607144457,195,51,35,"Wingert"
"Sebastian","Jaime","Sebastian Jaime","RSL",1301,"F",28,12,17.2240381584348,0.107142857142857,5,4.128,1.53945207409612,0.871728249725513,17,19.8666369258314,2,2.06664149077256,-0.0666414907725613,6.19491324104705,3.35769882032334,2.83086369671934,0.147438276795517,0.121567146516033,0.0311331517759112,-0.0039200876925036,254,"RSL",1301,"F",1.47578785549577,0.590315142198309,0.368946963873943,0.2294387255727,0.0816427249706371,0.139508238301243,1.10684089162183,0.147578785549577,0.145425461398602,0.00215332415097525,0.374864186971302,0.247762557072284,0.170711496570997,267,59,63,"Jaime"
"Justen","Glad","Justen Glad","RSL",10215,"CB",39,14,11.1585487932787,0.153846153846154,2,4.785,0.297952427247618,-2.78472461620213,19,20.9546457575435,1,1.38326107662742,-0.383261076627418,6.16798569282955,1.34625744445667,3.35945576837943,0.122685246569285,0.0728032145593378,-0.0714031952872341,-0.0201716356119694,235,"RSL",10215,"CB",0.366519823788546,0.131571218795888,0.0187958883994126,0.0449665749540288,0.00280014028544017,-0.0261706865546162,0.17856093979442,0.00939794419970631,0.0129998104117702,-0.00360186621206384,0.057966385365799,0.012652052341443,0.0315719778526114,235,61,56,"Glad"
"Sam","Johnson","Sam Johnson","RSL",1375,"F",32,12,17.3050095640937,0.25,9,5.438,0.842661865957887,3.56209463915428,8,25.3419396385847,0,0.320395332930983,-0.320395332930983,5.7583006937767,5.51377354589292,3.20603940308712,0.169934542526429,0.0400494166163729,0.111315457473571,-0.0400494166163729,719,"RSL",1375,"F",2.23418181818182,0.837818181818182,0.628363636363636,0.379664665193592,0.0588331193686961,0.248698971170044,0.558545454545455,0,0.0223694196082723,-0.0223694196082723,0.402034084801864,0.384961643931433,0.223839841960992,719,63,71,"Johnson"
"Jamison","Olave","Jamison Olave","RSL",3516,NA,49,18,12.6991362825871,0.102040816326531,5,5.309,2.19093311618732,-0.308782736849843,8,29.0362125934108,0,0.350510825717039,-0.350510825717039,5.65929356256688,4.37639966922166,3.98092922999672,0.10834250483367,0.0438138532146299,-0.00630168850713964,-0.0438138532146299,221,"RSL",3516,"CB",0.627986348122867,0.300341296928328,0.0819112627986348,0.0705936605828998,0.0618398738640736,0.011317602215735,0.0819112627986348,0,0.00553641666627435,-0.00553641666627435,0.0761300772491742,0.10235190507365,0.0617750677391514,253,62,65,"Olave"
"Sebastian","Velasquez","Sebastian Velasquez","RSL",477,"CM",31,11,22.4986299245484,0.258064516129032,1,2.393,-0.160204457020859,-1.39325624881208,28,23.19228530675,2,2.75346371139764,-0.753463711397644,5.14671996020972,0.338640123610333,1.34027797733637,0.077201814477809,0.098337989692773,-0.0449437499616799,-0.0269094182642016,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,51,"Velasquez"
"Andy","Williams","Andy Williams","RSL",NA,NA,38,13,28.9491337773684,0.421052631578947,2,2.101,0.492947039720503,-0.101124463590039,33,18.4522412054242,1,2.64786544650796,-1.64786544650796,4.748989910098,1.35877813065117,1.69251663999896,0.0552927490418431,0.0802383468638777,-0.0026611700944747,-0.0499353165608474,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,52,"Williams"
"Demar","Phillips","Demar Phillips","RSL",5168,"FB/WB",25,4,28.1045718975681,0.48,0,0.996,-0.324286788548438,-0.995766235921607,27,20.4520916902794,6,3.52030833716374,2.47969166283626,4.51607457308535,0,0.687996883962956,0.0398306494368643,0.130381790265324,-0.0398306494368643,0.0918404319568984,144,"RSL",5168,"FB/WB",0.464396284829721,0.0743034055727554,0,0.0184972056208348,-0.00602390319285025,-0.0184972056208348,0.501547987616099,0.111455108359133,0.0653927245293574,0.0460623838297757,0.0838899301501922,0,0.0127801278754729,144,41,1,"Phillips"
"Collen","Warner","Collen Warner","RSL",6666,NA,16,8,22.7680101178125,0.125,0,1.759,0.279712467015963,-1.75856563359017,21,21.7225926744762,4,2.50904950790614,1.49095049209386,4.26761514149631,0,0.660646053903127,0.109910352099386,0.119478547995531,-0.109910352099386,0.0709976424806599,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,15,"Warner"
"Aaron","Herrera","Aaron Herrera","RSL",4293,"FB/WB",22,6,28.5080055399733,0.363636363636364,0,0.733,-0.339695793861327,-0.732618091523875,38,23.8625334202702,3,3.23947119601328,-0.239471196013285,3.97208928753716,0,0.516401225851928,0.0333008223419943,0.0852492420003496,-0.0333008223419943,-0.00630187357929697,81,"RSL",4293,"FB/WB",0.491963661774983,0.134171907756813,0,0.0163827944994857,-0.00759627211988991,-0.0163827944994857,0.849755415793152,0.0670859538784067,0.0724410050820581,-0.00535505120365137,0.0888237995815438,0,0.0115477562734184,81,37,20,"Herrera"
"Jordan","Allen","Jordan Allen","RSL",2476,"Wing",31,15,22.9681852528115,0.161290322580645,4,2.691,0.384139537774728,1.30883797670147,20,19.2476208768578,2,1.28062855347113,0.719371446528865,3.97179057676966,4.26469511448729,1.70208610063028,0.0868116781709202,0.0640314276735567,0.0422205798935959,0.0359685723264433,106,"RSL",2476,"Wing",1.20193861066236,0.581583198707593,0.155088852988691,0.104342307850024,0.0148939400752722,0.0507465451386678,0.775444264943457,0.0775444264943457,0.0496528033656013,0.0278916231287444,0.153995111215625,0.165351668413077,0.065993645258686,106,56,60,"Allen"
"Aaron","Maund","Aaron Maund","RSL",6156,"CB",25,7,12.7140881296716,0.2,2,2.297,0.341341688732916,-0.297395623234349,6,19.8921489271441,1,1.17262605021277,-0.17262605021277,3.47002167344712,1.6980066071577,1.24831093567963,0.091895824929374,0.195437675035462,-0.0118958249293739,-0.0287710083687949,98,"RSL",6156,"CB",0.327485380116959,0.0935672514619883,0.0311890838206628,0.0293558732333289,0.00678692022995226,0.00183321058733387,0.0935672514619883,0.0155945419103314,0.0182865660851894,-0.00269202417485801,0.0476424393185183,0.0264796351993403,0.0170546046539051,106,53,54,"Maund"
"Arturo","Alvarez","Arturo Alvarez","RSL",3611,NA,18,1,22.2249213400556,0.222222222222222,0,1.409,-1.27461956003385,-1.40867335074281,13,20.7266040233077,1,1.79491300907099,-0.794913009070988,3.2035863598138,0,0.387622639934043,0.0782596305968227,0.138070231466999,-0.0782596305968227,-0.0611471545439222,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,10,"Alvarez"
"Abdoulie","Mansally","Abdoulie Mansally","RSL",2022,"FB/WB",20,4,32.0567547635921,0.65,1,0.767,-0.105867930187057,0.232901437274435,18,21.41198139045,3,2.40262731035496,0.59737268964504,3.16972587308052,1.03520205360923,0.500188063588264,0.0383549281362783,0.13347929501972,0.0116450718637217,0.0331873716469467,63,"RSL",2022,"FB/WB",0.28486646884273,0.0474777448071217,0.0474777448071217,0.0204631291663972,0.00157386910456269,0.0270146156407244,0.379821958456973,0.0474777448071217,0.0425881024004631,0.00488964240665854,0.0630512315668603,0.0491490589250671,0.0139006060936111,66,39,47,"Mansally"
"John","Stertzer","John Stertzer","RSL",1860,"CM",14,4,13.1313337056172,0.357142857142857,1,2.321,-0.943503140460051,-1.32128739624559,6,22.2523872664769,1,0.708196963264229,0.291803036735771,3.02948435950982,0.667638238901289,1.73743075567604,0.165806242588971,0.118032827210705,-0.0943776711603995,0.0486338394559619,70,"RSL",1860,"CM",0.464516129032258,0.206451612903226,0.0516129032258065,0.0888707084327881,-0.0177592629728892,-0.0372578052069816,0.258064516129032,0.0516129032258065,0.0349146900435067,0.0166982131822998,0.123785398476295,0.0344587478142601,0.0694198053428109,73,54,48,"Stertzer"
"Jonathan","Steele","Jonathan Steele","RSL",NA,NA,19,4,27.159464738579,0.263157894736842,2,1.155,0.367085138455136,0.84544925181285,18,20.7907710358889,1,1.8007223824289,-0.800722382428903,2.95527313061605,3.4907741829255,1.03546416275384,0.0607658288519552,0.100040132357161,0.0444973290427816,-0.0444845768016057,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,53,"Steele"
"Robbie","Russell","Robbie Russell","RSL",NA,NA,8,1,22.862627139,0.375,0,0.421,-0.398835704918751,-0.421158959726407,14,21.1903584049286,2,1.99355691446216,0.00644308553783563,2.41471587418857,0,0.238263645670562,0.0526448699658009,0.142396922461583,-0.0526448699658009,0.000460220395559688,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,14,"Russell"
"Nick","Besler","Nick Besler","RSL",2370,"CDM",5,3,8.26601607185074,0,2,1.725,0.184558492964623,0.275045341389031,7,19.3590218125727,1,0.65662229106143,0.34337770893857,2.3815769496724,0.784255921210249,0.955265876014191,0.344990931722194,0.0938031844373471,0.0550090682778063,0.0490539584197957,81,"RSL",2370,"CDM",0.20253164556962,0.121518987341772,0.0810126582278481,0.0698715811082924,0.00747578705679487,0.0111410771195557,0.283544303797468,0.0405063291139241,0.0265973586252731,0.0139089704886509,0.0964689397335655,0.031767328454086,0.0386943139651318,81,49,55,"Besler"
"Donny","Toia","Donny Toia","RSL",9518,"FB/WB",11,2,20.9168128709815,0.181818181818182,1,0.999,-0.135116180944718,0.000890083983384939,15,20.9387421430818,1,1.31294211094012,-0.312942110940125,2.31205202695674,0.952855631410879,0.695345781615524,0.0908281741833287,0.087529474062675,8.09167257622672e-05,-0.0208628073960083,131,"RSL",9518,"FB/WB",0.110947678083631,0.0201723051061147,0.0100861525530574,0.0100771750302159,-0.00136280241339493,8.97752284145348e-06,0.15129228829586,0.0100861525530574,0.0132425344242753,-0.0031563818712179,0.0233197094544912,0.00961064725944993,0.00701336363049909,131,42,49,"Toia"
"Sunny","Sunny","Sunny","RSL",4254,"CM",21,4,22.1895299809265,0.285714285714286,1,1.052,0.0756897371511485,-0.0516322397712691,28,30.4672170272513,3,1.16337506288449,1.83662493711551,2.21500730265576,0.806918496617144,0.75323580617743,0.0500777257033938,0.0415491093887317,-0.00245867808434615,0.0655937477541255,152,"RSL",4254,"CM",0.473906911142454,0.0902679830747532,0.0225669957686883,0.0237321803051344,0.0017080899780231,-0.00116518453644613,0.631875881523272,0.0677009873060649,0.0262538801215117,0.0414471071845532,0.0499860604266461,0.0182097262988354,0.0169982692508306,152,45,41,"Sunny"
"Danilo","Acosta","Danilo Acosta","RSL",3181,"FB/WB",6,2,28.835736516433,0,0,0.38,0.201337302808063,-0.379583292923934,12,20.9919697241977,2,1.71443028918741,0.285569710812586,2.09401358211135,0,0.239356930505638,0.0632638821539889,0.142869190765618,-0.0632638821539889,0.0237974759010488,83,"RSL",3181,"FB/WB",0.181075133605784,0.0603583778685948,0,0.0114555159134541,0.00607619650096637,-0.0114555159134541,0.362150267211569,0.0603583778685948,0.0517401156120691,0.00861826225652571,0.0631956315255232,0,0.00722359802846315,83,24,29,"Acosta"
"Jean-Marc","Alexandre","Jean-Marc Alexandre","RSL",NA,NA,12,4,22.0428031864167,0,1,1.031,-0.465367021025683,-0.030857400648189,9,21.5159963177778,2,0.847829281092033,1.15217071890797,1.87868668174022,0.703505519188868,0.52448862337013,0.0859047833873491,0.0942032534546703,-0.00257145005401575,0.128018968767552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,44,"Alexandre"
"Marcelo","Silva","Marcelo Silva","RSL",3816,"CB",16,6,12.2838611116448,0,2,1.413,0.127029348220729,0.586724411156683,4,20.4019240607764,0,0.164968276367954,-0.164968276367954,1.57824386521127,1.20278887166057,1.11907036629203,0.0883297243027073,0.0412420690919885,0.0366702756972927,-0.0412420690919885,745,"RSL",3816,"CB",0.40251572327044,0.150943396226415,0.050314465408805,0.0355541028639828,0.00319570687347745,0.0147603625448222,0.10062893081761,0,0.0041501453174328,-0.0041501453174328,0.0397042481814156,0.0302588395386306,0.0281527136174094,745,48,57,"Silva"
